sentence_1	sentence_2	score
A beagle walks along the calm shore.	Ernst & Young has denied any wrongdoing and plans to fight the allegations.	0.11993884295225143
It also supports coloured labels to better organise documents, and dynamic browsing of the network for Mac, Windows and Unix file servers.	Scientists believed Stardust trapped thousands of particles of dust.	0.14854754507541656
The tan and black dog is running across the grass.	The black dog is running through the grass	0.7285917401313782
Feds drop 'morning-after pill' appeal	Bahrain rejects activists appeal	0.6105068922042847
A man is using a laptop.	Iraqi Bomb Attacks Kill At Least 13	0.22444318234920502
Two women are hugging on a couch.	a woman sitting on a sofa holding a baby	0.6503381729125977
A group of cows in a field with yellow tags in their ears.	Two cows standing in a large field	0.6839683651924133
The transaction will expand Callebaut's sales revenues from its consumer products business by around 45 percent to some one-third of total sales.	Lowes with about half as many stores reported a 33 percent increase in thirdquarter profit behind a 12 percent jump in samestore sales	0.5129435062408447
Senate confirms Yellen as Fed head	US Senate confirms Janet Yellen as US Federal Reserve chief	0.7006832361221313
Two French journalists killed in Mali	Syrian journalists killed in capital	0.6689833402633667
You're such a bad person!"	WHO New virus can probably pass person to person	0.1979725956916809
Someone is pouring milk into a blender.	A woman is mixing a cream in a glass with a spoon	0.594097912311554
a man wearing a white suit holding a newspaper walking through the streets.	A man in a white suit walks down the street holding a newspaper	0.7320783734321594
I hope everything is ok!	I hope everything is okay	0.6804377436637878
A black and white dog swimming in the pool	A white and black dog is jumping into a pool	0.7223565578460693
A man is mowing grass.	A man is cutting grass	0.7014601826667786
Hamas in mixed-sex school 'ban'	Muslim Brotherhood banned in Egypt	0.521491289138794
Live Blog: Iraq In Turmoil	Minn Terminal Reopens After Bag Causes Evacuation	0.09717229008674622
A wallaby is licking a woman's hand.	A cat is licking its paw	0.6709617376327515
Red Sox Beat Tigers 5-2 to Advance to World Series	A woman is dancing.	0.05971284210681915
The young man is skateboarding at a skate park.	A man is performing stunts.	0.2700711488723755
Three bottles are on a table.	The commission estimated California lost $937 million to corporate tax shelters in 2001.	0.11003244668245316
5 killed in S China road cave-in	NATO 5 Americans killed in southern Afghanistan	0.6455850601196289
A woman slices tofu.	A woman is cutting tofu	0.675709068775177
A boy is looking at a calendar.	A boy is checking a calender	0.6524132490158081
Obama's big Hispanic win worries Republicans	Romney wins big in Puerto Rico primary	0.6748064160346985
Indonesia's army has been accused of human rights abuses during its earlier battles with GAM, charges it has generally denied.	The cat is sitting between two bicycles in front of a door.	0.062305137515068054
Voracek with the goal.	Tropical Storm Karen targets US Gulf Coast	0.12564696371555328
He also objects to the sales and personal income tax increases in the package.	Halliburton Q1 profits rise on strong North America sales	0.23587915301322937
A man is playing a guitar.	Three killed in Nigeria suicide bombers attack	0.1392514407634735
As of this week, 103 human West Nile cases in 45 counties had been reported to the health department.	Tokyo stocks open up 0.52%	0.10297247022390366
An old Red London double decker bus with its hood raised.	Red double decker bus with hood up	0.6951548457145691
Top Asian News at 4:00 p.m. GMT	Meteorite hits central Russia 400 hurt	0.2737305760383606
A tied man is putting into water.	A man is squeezing water	0.6655039191246033
What is the nuclear option?	Iranian nuclear talks to be extended to November	0.48093926906585693
Two young kids dressed up sitting down on chairs.	A boy in a robe sits in a chair	0.5958816409111023
A man standing on a boat is pulling another boat close by with a bamboo stick.	A man is rowing a boat	0.6775893568992615
Yes, from today Flash memory purchased from AMD or Fujitsu will be branded Spansion.	Obama Urges Restraint from Israelis Palestinians	0.11395568400621414
U.S. drone mistakenly kills 14 in Yemen wedding convoy	G20 Summit ends divided over Syria	0.2679588198661804
A person is slicing octopus.	A cruise liner docked at the shoreline.	0.18499943614006042
Could be a lot of things.	Hey BlueEyes Hows things in London	0.23560704290866852
A girl riding a brown horse.	A young girl riding a brown horse	0.7102680206298828
don't want a president that is compassionate.	i dont want a president who cares	0.6535045504570007
Egypt's leader imposes state of emergency in 3 cities	Egypt president declares state of emergency in three cities	0.7144039273262024
38 IS militants killed in clashes, air strikes in Iraq	Manning sentenced to 35 years in prison	0.21224984526634216
Highlights of the Vice Presidential debate	Obama Romney prepare to debate	0.6488598585128784
But the inadequate performance of students in various subgroups, such as race, pushed the state onto the needs-improvement list under the federal No Child Left Behind Act.	But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act	0.6831707954406738
A man shoots a shotgun.	A woman shoots a shotgun	0.7155076861381531
2 killed, 11 wounded in attacks in Iraq	Egypt protesters defy cabinet threat	0.33092862367630005
One man and two women dressed in vampire costumes	Two women in a clothing store	0.6363045573234558
Syria gunmen kill three Syrian officers: NGO	A person throws a cat in the air and it grabs onto the ceiling.	0.0545794777572155
First case of MERS, a SARS-like respiratory illness, reported in North America	MERS respiratory illness found in US officials confirm	0.6660245060920715
Suicide bomber kills 14 at Russian train station	A train traveling down the tracks.	0.06951378285884857
not a constitutional issue.	again this is not a constitutional issue	0.6481155753135681
Gilroy police and FBI agents described Gehring as cooperative, but said Saturday that he had revealed nothing about what had happened to the children.	SEC Chairman William Donaldson said there is a "building confidence out there that the cop is on the beat."	0.39726364612579346
russian president vladimir putin signed a decree suspending russia's participation in the conventional forces in europe treaty due to circumstances that affect the security of the russian federation and require immediate measure.	president vladimir putin signed a decree suspending russias participation in the conventional forces in europe treaty	0.7211737036705017
ONA explicitly stated that it did not receive intelligence material indicating that Jemaah Islamiyah terrorist network was planning to mount an operation in Bali.	A boy waves around a sparkler.	0.06318017840385437
O'Brien's attorney, Jordan Green, declined to comment.	Tisha Kresler a spokeswoman for Global Crossing declined to comment	0.6031591296195984
Tunisia lifts curfew after riots	The 30-year bond US30YT=RR jumped 20/32, taking its yield to 4.14 percent from 4.18 percent.	0.1154671385884285
Asian stocks hit three-week highs on hopes of U.S. debt deal	Five people on a sidewalk.	0.0808224156498909
This is the Moloch scene.	Thats not the Moloch scene though	0.6402744650840759
Japan PM dissolves lower house for election	Boko Haram disrupts Nigerian elections	0.6317969560623169
A small light tan dog is running past a large brown dog standing in the grass.	Saudi to give Lebanese army $3 billion	0.08933287858963013
At least 89 dead in China earthquakes	A woman is peeling shrimp.	0.05485893040895462
The tan horse is in the pasture.	A brown horse grazing in a field of green grass	0.6661337614059448
A man jumps onto a short wall.	A man jumps into a wall	0.68632572889328
A group of children do stretches on colored mats.	Some children are jumping on Trampoline	0.5727048516273499
The company is highlighting the addition of .NET and J2EE support to its Enterprise Application Environment (EAE) with the new mainframe.	A woman is chopping an onion.	0.07811854779720306
Russia jails Pussy Riot protest punks for two years	Peaceful antiG8 protest held in Belfast	0.5585761666297913
Business news and markets: as it happened, June 20, 2013	What the Papers Say Nov 20 2013	0.5787230730056763
A black and a yellow dog	A black dog standing in front of yellow flowers	0.7057727575302124
A black dog playfully bits another dog in a living room setting	Two women stand in a living room with a black dog	0.6930547952651978
Joachim Gauck elected as German president	Napolitano elected for second term as Italy president	0.6455411911010742
A woman is riding a blue bicycle in a park.	A woman is riding her bicycle	0.7137848138809204
A man is spreading butter onto bread.	A man spreads butter on a big piece of bread	0.6886018514633179
He said: “They were an inspirational couple, selfless and courageous.	CIA Director George Tenet said the two men were defined by dedication and courage	0.5322127342224121
AFTRA members approved the merger by a vote of 75.88% to 24.12%.	Rangers voted into Division Three	0.4574536681175232
Newark mayor rescues neighbor from burning house	Boris Johnson reelected London mayor	0.551773190498352
Hurricane Sandy Closes in on US East Coast	Two Palestinians Killed in an Israeli Air Strike on Gaza	0.4140506088733673
GM to start taking recall compensation claims Aug 1	The Ministry of Defence is facing a 20m compensation claim from hundreds of Kenyan women who claim they were raped by British soldiers	0.42863500118255615
To watch pay television, consumers would insert into the set a security card provided by their cable service.	The woman is putting paste into a dish	0.31423497200012207
Snowden's hits hurdles in search for asylum	Snowden thanks Russia for asylum	0.662067174911499
Daniels said he doesn't know what Bush will say at tonight's $2,000-per-person reception to raise funds for his presidential re-election bid.	US Senator Ted Cruz to announce presidential bid	0.5231456756591797
Israel doesn't give a ****, accept it.	A man pours cleaner in his sink.	0.08510260283946991
Lay had argued that handing over the documents would be a violation of his Fifth Amendment rights against self-incrimination.	Indonesias army has often been accused of human rights abuses during GAMs battle for independence charges it has generally denied while accusing the separatists of committing rights violations	0.15706126391887665
Egypt arrests Muslim Brotherhood leader Badie	Remains in Winchester could be King Alfred the Great	0.1345244199037552
I have  years of "Neener Neener" rights Usually I get pretty decent care.	iranian officials have increased executions in 2007 as officials enforce a campaign purportedly aimed at promoting virtue and boosting security in society.	0.10102570801973343
Staff writers Selwyn Crawford and Colleen McCain Nelson and Brian Anderson of DallasNews.com contributed to this report.	Staff writers Brandon Formby and Colleen McCain Nelson contributed to this report	0.6883693933486938
Headlines in major Iranian newspapers on Dec 30	Microsoft has identified the freely distributed Linux software as one of the biggest threats to its sales.	0.10282352566719055
Egypt Launches Offensive Against Sinai Militants	Afghan District Governor Defects To Taliban	0.12299194931983948
Obama widens lead over Romney despite jobs data: Reuters/Ipsos poll	Team Anna yet to decide on contesting state polls	0.4662565588951111
Stocks close 0.39% higher	Chinese shares close higher Tuesday	0.6233279705047607
Snowden's father arrives in Moscow	Prince William of Britain arrives in Beijing	0.6341928839683533
Who supposedly operated the homicidal gas chambers?	Bombs kill two people, wound dozens at Boston Marathon	0.29592999815940857
Gazans fire 2 rockets into Israel; no injuries	2 rockets hit in the Eshkol region no injuries	0.6728835105895996
bulgaria is located on the southeastern part of the balkan peninsula. 	Hurricane Sandy makes landfall in southeastern Jamaica NHC	0.19867829978466034
New World Trade Center declared tallest building in U.S.	Three storey building collapses in Ebute Meta	0.5189860463142395
David Miliband: my brother and a return to old Labour	Residents return to Fallujah	0.22607862949371338
A small dog looking up at the camera while standing on grass.	Brown dog running on grass	0.688386082649231
That just isn't how legal reasoning works.	So I dont know how legitimate this is but yeah	0.4163251221179962
Woman in a black dress walking on the street.	Two dogs are playing in the snow.	0.07451638579368591
Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.	Semiconductor giant Intel Corp said yesterday that its secondquarter profits doubled from a year ago as strongerthanexpected demand for computer microprocessors offset the weakness of its communications chip business	0.6584024429321289
A group of cows in a field with yellow tags in their ears.	Tan cow with ear tags on a grassy field	0.6997835636138916
A woman is frying a food.	A woman is making some food	0.6984297037124634
Mandela's family thanks nation and world for support	The red train and the yellow train on on the tracks.	0.11436581611633301
A animal is eating.	Addie Joss Cone threw an  game.	0.18374545872211456
Piers Morgan questioned by police	Palestinians Israeli police clash at Jerusalems alAqsa	0.4466885030269623
A person above their surfboard on the water.	A man is sky surfing on the water	0.6659432649612427
Bangladesh building collapse death toll hits 359	US believes Syria has probably used chemical weapons	0.2436060607433319
Tony Abbott Sworn In As Australia PM	Afghan District Governor Defects To Taliban	0.07818928360939026
James : says faith without works is dead.	Civilian defector killed in Syria says NGO	0.28712567687034607
The smiling woman at the beach is buried in seaweed.	A woman is running on the beach	0.6366071105003357
The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.	The Dow Jones industrial average DJI was off 5869 points or 064 percent at 913786	0.6457769870758057
The black and white dog is swimming in the river.	A large black and white dog is swimming in the water	0.732613205909729
A young man and woman sitting on a bench outside are kissing.	A man and a woman are kissing	0.6580798029899597
'Hunger Games' sets box office records	The Hunger Games breaks US box office record	0.6866235136985779
the cfe limits the use of armed forces and heavy weaponry and prescribes measures aimed at confidence-building, transparency and cooperation between member states. 	the treaty limits the number of aircraft tanks and other nonnuclear heavy weapons around europe and was first signed in 1990 	0.6239140629768372
He was the ace of diamonds in a U.S. deck of cards showing pictures of most-wanted Iraqi leaders.	A black and white photo of a cow walking under a tree in a field.	0.06797777116298676
Someone is holding a hedgehog.	The man is holding a lemur	0.6468687653541565
Obama travels to tornado-ravaged Oklahoma	Hurricane Sandy moves towards US	0.5388638377189636
A monkey pulls the tail of a dog.	A monkey pulled a dogs tail	0.7187710404396057
Grasso quit last week in the wake of a firestorm of criticism over his $140 million compensation package.	Richard Grasso quit as chairman last week after losing the support of his board amid public furor over his 140 million pay package	0.6515210866928101
Reid cites 'tremendous progress' in debt ceiling talks	Australia to scrap soaring national debt ceiling	0.618255615234375
Tata Nano and other Indian small cars fail crash tests	Three die after car crash at Tiananmen	0.41032344102859497
Sarkozy to File Complaint in Gadhafi Funding Claim	Russia Syria Agrees to Participate in Conference	0.20933425426483154
Police fire tear gas at protesters in Cairo	Police fire tear gas at protesters in Bangkok	0.7199355959892273
Crimean Parliament Votes to Join Russia	North Korea Shuts Last Remaining Hotline to South	0.30530163645744324
Snowden sees 'no chance' for US fair trial	Snowden sees no chance to get fair trial in US	0.6993141770362854
A dog running on the beach	A dog running along the beach	0.7336885929107666
Students take a ride on airwaves	A girl is jumping onto a car.	0.10973924398422241
"The mission of the CAPPS II system has been and always will be aviation security," they said.	More than 130 people have been arrested and $17 million worth of property seized in an Internet fraud sweep announced Friday by three U.S. government agencies.	0.10121031105518341
A young girl with a pink hat on with a yellow building in the background.	A young blonde girl wearing a helmet sits with a red bicycle behind her	0.5611107349395752
Trading of EchoStar's stock closed Tuesday at a 52-week high of $32.17, up $1.54.	Shares closed on NASDAQ just below their 52week high at 3217 up 154	0.5825408697128296
The company has expanded into providing other services for buyers, including payment services.	The company has expanded those basic services offering payment and even financing	0.6356810927391052
A man is riding a motorcycle.	A man is riding on a motorcycle	0.7077351808547974
You should put scientists on a pedestal.	the state scientific center of applied microbiology has been working with western scientists to convert the complex into a biomedical manufacturing site	0.16011996567249298
While some other parts of Africa have been used as Al Qaeda staging grounds, Malawi had previously not been a major focus of investigations into the group.	The Hispanic population increased by 9.8per cent from the April 2000 census figures, despite less favourable social and economic conditions than in the 1990s.	0.10766288638114929
A black dog walking through water.	A man playing a video game in a store.	0.14811137318611145
The doctor was helping the patient.	A doctor rushes a patient on a stretcher	0.4840087890625
A young boy coloring with a red and blue crayon.	A child in red and blue floaties looking down at the water	0.5637475848197937
A man is peeling potato.	France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.	0.09114541858434677
A black poodle plays in the snow.	A black poodle is running in the snow	0.6967063546180725
Two eagles sitting on a long branch.	A person wearing a bike helmet talks on a cell phone.	0.1577427089214325
Redskins trade for No. 2 pick	Talabani told him the Governing Council would "need UN assistance and advice in implementing the new decisions which have been taken."	0.12372928857803345
A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.	Women testify at Air Force instructors sentencing	0.3347524404525757
a white dog running in the snow	The white dog runs across the snow	0.738699197769165
Previously, it had reported a profit of $12 million, or 0 cents a share, for that period.	Palestinians, Jordan coordinate stances on peace talks	0.20658156275749207
tin foil hat for the dog face, what size do u wear?	A small dog looking up at the camera while standing on grass	0.47784775495529175
Obama pledges to reignite economy	Obama to refocus on economy in State of the Union	0.657245397567749
Norway memorial honours 77 massacre victims	Shankill blast victims to be remembered	0.5282461643218994
Plofsky said the commission won't investigate because the three-year statute of limitations has expired.	Russian lawmakers pass new bill restricting Internet	0.4315997064113617
Chinese icebreaker changes course towards suspicious objects	Chinese search plane finds suspicious objects	0.665245771408081
The arrests came just days after Israeli troops shot and killed Abdullah Kawasme, the militant group's leader in Hebron.	The army said the raid which comes just days after Israeli troops shot and killed Abdullah Kawasme the Hamas leader in the city targeted militants in Hamas	0.6738218069076538
A woman is cutting up some meat.	A woman is slicing up some meat	0.7156363129615784
but in the news broadcasts i have seen they did call him white.	Obama announces creation of twin manufacturing hubs	0.13922353088855743
NYPD Twitter Outreach Backfires Badly	the global community must cooperate to end illicit trade of small arms and light weapons.	0.09563892334699631
Iran rejects claim on chlorine bombs	Iran rejects MKO claim on nuclear site	0.7122712135314941
A person is slicing a garlic into pieces.	A woman is slicing a garlic	0.695376455783844
two dogs running on the beach	Glasgow helicopter death toll rises to nine	0.41028356552124023
Weak earnings drag stocks lower on Wall Street	Weak earnings drag stocks lower	0.6880063414573669
A woman is cutting potatoes.	A woman is cutting potato	0.7042548656463623
Australian PM defiant under pressure over leadership	Gonsalves keeps up pressure on Dom Rep	0.5413499474525452
the deal has been in process for several years. 	I have  years of Neener Neener rights Hi Wiggies	0.4762498140335083
A man is carrying another man.	A child is walking from one picnic table to another.	0.16422636806964874
Sixteen killed in Venezuela prison	Gang violence kills 16 in Venezuelan prison	0.6933659911155701
"Oh, you're such a good person!	Another person a man from Fort Worth Texas also was missing	0.1859605610370636
A man lies in a bed in a cluttered room.	A person is making a bed	0.6148523688316345
Two women are wrestling on the floor.	The women are sitiing down	0.5949726104736328
president putin stated that russia would take countermeasures. 	putin warned that russia would take retaliatory actions	0.6810385584831238
a breakdown of order in china will lead to significant global turmoil. 	Iran warns against military intervention in Iraq	0.139868825674057
The product can be instructed to permit business-only use, according to Sendmail.	He also recruited other people to take delivery of fraudulently obtained merchandise he had ordered	0.1395171582698822
A baby is playing with a dog.	80 percent of the opposition democratic party supports economic sanctions.	0.07640993595123291
The show's closure affected third-quarter earnings per share by a penny.	The company said this impacted earnings by a penny a share	0.6250081658363342
A man is punching through boards.	A man is kick boxing with a trainer	0.6603022813796997
What was my opinion of Firefly in the interim?	Whats my opinion regarding the series	0.5737786889076233
One killed in clashes at Muslim Brotherhood Cairo offices	Dozens killed in Kenyan clashes	0.6542050838470459
It will also help reform the Royal Solomon Islands Police, strengthen the courts and prisons system and protect key institutions such as the Finance Ministry from intimidation.	They passed through the Lemelson Medical, Educational and Research Foundation Limited Partnership in 2001 to Syndia.	0.1787288784980774
A person sticks their head out of a tent at the top of a mountain.	Two hikers stand at the top of a snowy mountain	0.5735338926315308
A man is buttering a piece of bread.	A man is buttering bread	0.7168166041374207
Thai junta amasses security force to smother Bangkok protests	Egypt increases security before proMorsi protests	0.6272698640823364
Soldier 'can't recall' massacre	Gunman may have filmed school massacre	0.5859978199005127
Four men admit London Stock Exchange bomb plot	Four men admit London bombs plot	0.7164576649665833
Death toll rises to 12 in Indonesia mine collapse	Death toll rises in Russia plane crash	0.6719415783882141
A woman is riding on an elephant.	A woman rides an elephant	0.6801594495773315
"The executive board decided to refer this to the capitals," the Korean Energy Development Organization said.	KEDO Spokesman Roland Tricot said The executive board decided to refer this question to capitals	0.6609025001525879
Red Cross says negotiating halt to fighting in Syria to take aid	Red Cross negotiating Syria ceasefire to bring aid	0.7066059708595276
Obama mulls limited military action in Syria	Someone is riding a horse.	0.05910921096801758
Five Killed in Blasts in India	Iranians Vote in Presidential Election	0.18090727925300598
A rabbit is sniffing and pawing a stuffed rabbit.	A live rabbit is playing with a stuffed animal bunny	0.6698148250579834
The report also claims that there will be up to 9.3 million visitors to hot spots this year, up again from the meagre 2.5 million in 2002.	A lion is walking around.	0.06233001500368118
Egypt army cracks down on Brotherhood	Doctor treating Aurora shooting suspect had medical reprimand	0.2367006540298462
The Federal Trade Commission asked Congress yesterday for broader powers to attack the rapidly growing problem of spam, which new studies show accounts for half of all e-mail traffic.	The Federal Trade Commission FTC asked Congress today for additional authority to fight unwanted Internet spam which now accounts for up to half of all email traffic	0.6748032569885254
7 dead in Christian school shooting	Two dead 7 injured in Finland shooting	0.6805837154388428
A dog has an orange ball in its mouth.	A brown dog chews on an orange ball	0.6891520619392395
A toy train strikes a toy car.	A spokesman for SCO could not be reached for comment this afternoon.	0.08868608623743057
The same survey a month ago had Street leading Katz 42 percent to 34 percent, with 21 percent undecided.	Sunnis make up 77 percent of Pakistans population Shiites 20 percent	0.5056659579277039
Obus also denied a defense motion to postpone the Sept. 29 trial date.	Government deciding what pregnancies need to be carried to term, that's fine.	0.1077677458524704
amnesty international's report was compiled by european and international non-governmental organizations such as saferworld, which opposes armed violence. 	the amnesty international report was titled indian helicopters for myanmar making a mockery of the eu arms embargo	0.6271589398384094
A man is walking outside.	A man is dancing outside	0.6905466914176941
It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre.	12 Dead Despite Ceasefire in East Ukraine	0.12901847064495087
They underwent more tests over the weekend, and are now warded at Raffles Hospital.	Algerian president in France for medical tests	0.21670323610305786
"Whatever has happened to you by way of punishment is certainly more than enough," Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.	In an interview Ms Healey who is a criminologist said many lawmakers here and across the country shared a wariness toward capital punishment	0.4727386236190796
Weak earnings drag stocks lower	Weak earnings drag stocks lower on Wall Street	0.6894282102584839
Florida Sen. Bob Graham was not identifiable by 61 percent of those polled.	Kerry was viewed favorably by 66 percent of those polled Dean at 57 percent	0.6102646589279175
The world's first portal potty was soon to be rolled out at summer festivals in Great Britain.	The WiFi potties were to be unveiled this summer at music festivals in Britain	0.6351419687271118
Romney picks Ryan as vice presidential running mate: source	Romney to tap Ryan as vice presidential running mate	0.7295854091644287
A passenger jet sits on a runway.	An airplane moves along a runway	0.6639878153800964
A passenger train waiting at the city train station.	physicist danilov was convicted of selling classified information on space technology to china. 	0.07587739825248718
A society fraying at the edges	Old TV alignments crack at the edges	0.5913446545600891
A man is meditating.	A man is levitating	0.6331557035446167
Meningitis is an infection of the spinal cord fluid and the tissue around the brain.	A man is spraying a fluid from a long hose at the beach	0.17041662335395813
Novice 'steered South Korea ferry'	Sewol ferry disaster Body of South Korean shipping tycoon found	0.5299275517463684
putin stated that russia could discard the treaty entirely if western nations refuse to ratify its amended version.	putin stated that the russian government could withdraw from the treaty altogether if western nations refuse to ratify the amended treaty 	0.7150732278823853
The Rev. Christopher Coyne, spokesman for the archdiocese, did not immediately return several calls seeking comment.	Someone is slicing a cucumber.	0.06370490789413452
Critics say the law violates civil liberties, something House Judiciary Committee Chairman James Sensenbrenner, R-Wis., says he is sensitive to.	House Judiciary Committee Chairman James Sensenbrenner RWis says he is sensitive to civil liberties complaints	0.6966761350631714
Three sheep graze on the grassy field with a dog walking behind them.	Person in grassy field tending to sheep	0.6579384803771973
A woman is shredding chicken.	A woman is slicing pumpkin	0.65336674451828
Nelson Mandela's real hero was not Gandhi, but Nehru	Peaceful anti-G8 protest held in Belfast	0.17407473921775818
A woman is walking on an open ground with a pet dog as some other dogs follow them.	"I notice a mood change in their priorities," one politician said.	0.102418452501297
depending on which action furthers their lonny-tunes agenda.	Taliban on agenda for US in Pakistan	0.1803027093410492
North Korea Warns Foreigners in South, Advising Evacuation	US suspects Syria used chemical weapons	0.4650988280773163
Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.	Where does the money come from in the first place	0.12284839153289795
Death toll from Philippine earthquake rises to 185	China quake Death toll rises	0.706852376461029
Australian PM Kevin Rudd calls election for 7 September	Australian PM Rudd calls Sept 7 poll	0.7227874994277954
Two women are wrestling on the floor.	Two women are wrestling	0.7122959494590759
Someone is playing piano.	A man is playing piano	0.6903058886528015
A black dog is running in snow.	A black dog running in the snow	0.7193564176559448
A woman holds a dog while another dog stands nearby in a field.	The two Democrats on the five-member FCC panel held a news conference to sway opinion against Powell.	0.11551333218812943
Sniper waiting for result of appeal	Murray ends 77year wait for British win	0.6124651432037354
Afghans flock to colleges, even as Taliban loom	OMG Einstein didnt go to college	0.2722943425178528
A black dog and a white dog are standing on snow.	Peace lies over the South China Sea	0.15674585103988647
A man and a woman holding hands walking along the beach.	North American stock markets got off to a slow start Tuesday, with investors ready to get their first taste of quarterly earnings.	0.15456251800060272
A pot of food is placed in the center of a red tablecloth.	The child in the red coat laid in the red mat	0.41779473423957825
a close up of a woman holding a white puppy.	A woman with a white horse	0.5714846253395081
Prince William dons samurai gear on Japan tour	Today Dean ends his fourday 10city Sleepless Summer tour in Chicago and New York	0.5051830410957336
A woman is boiling shrimp.	A woman is frying shrimp	0.6996746063232422
Train Derailment Kills 4 in New York	4 French Soldiers Reported Killed in Afghanistan	0.5839661359786987
Obama pledges to reignite economy	Chinas Cabinet promises to boost economy	0.6339507699012756
UK's Prince Philip hospitalized	South African icon Nelson Mandela hospitalized	0.6396153569221497
Israel and Hamas to observe brief Gaza truce	Syrias tenuous truce takes hold	0.5796667337417603
a black and white photo of a cow under a tree.	A black and white photo of a cow walking under a tree in a field	0.7031437754631042
Turkey Raises Alarm Over Syrian Refugees	Afghan District Governor Defects To Taliban	0.10404346883296967
Mr. Bankhead said the crime scenes indicated that the killer was "very methodical."	Conte said Druce will be charged with murder	0.5449614524841309
A man and two women smiling at the camera while sitting on a blue sofa.	A women laying across two men sitting on a sofa	0.6891398429870605
A man is breaking pots.	Roadside bomb kills 3 policemen in southern Afghanistan	0.1564348191022873
Two UK Soldiers Killed In Afghanistan	Afghan District Governor Defects To Taliban	0.0961000844836235
Two women shopping at a clothing store.	Two women in a clothing store	0.7123932242393494
the meetings lasted 2 days. 	the osce meeting lasted two days 	0.6554780602455139
A woman is picking tomatoes.	A woman is slicing tomato	0.691896378993988
Assange to appeal extradition to UK's top court	Assange appeals extradition to UKs top court	0.7325143218040466
The Nazis lowered the minimum age to buy a firearm from  to .	US to allow morningafter pill for girls of any age	0.13490106165409088
Pakistani girls learn a hard lesson	A girl is exercising	0.4190559387207031
The Note's Must-Reads for Friday May 24, 2013	The Notes MustReads for Friday August 23 2013	0.6495048999786377
A black vehicle parked with a vies of low-lying mountains.	A black car parked in the dirt out in the country	0.6862807273864746
Two kids are playing in a field of red flowers.	The Episcopal Church, with 2.3 million members, is the American branch of the worldwide Anglican Communion, which has 77 million adherents.	0.1213320717215538
western countries' failure to sufficiently compensate libya will deter iran and north korea from disarming.	north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on	0.45484140515327454
Workers protest after Bangladesh building collapse	Five killed in China building collapse	0.6262564063072205
British Prime Minister condemns murder of teens	Second teenager charged with murder	0.6407767534255981
The two dogs are playing fetch in the snow.	Two dogs play in the snow	0.6960951089859009
The bird is sitting on the branch.	Malaysians vote in polls for stability or change	0.10654548555612564
A young man in red swimming trunks jumped off a large rock into the water.	A young men jumps off rocks into a lake	0.6897707581520081
Taliban soldiers posing as pretty women on Facebook to get troops' secrets	More French soldiers to Central African Republic	0.2984035015106201
china will resolutely oppose the proliferation of mass destructive weapons. 	India and China troops retreat to de facto border in face-off deal	0.1324225813150406
The report was found last week tucked inside a training manual that belonged to Hicks.	Who was Jihadi John	0.15562966465950012
Powerful 7.6 quake strikes off Solomons	55magnitude quake hits off Taiwan	0.6807928085327148
Shanghai Free Trade Zone begins operation	Pictures show completed Costa Concordia operation	0.5592511892318726
Texas Instruments climbed $US1.37 to $US19.25 and Novellus Systems advanced $US1.76 to $US36.31, each having been raised to "overweight" by Lehman.	BBC veteran Hall admits child sex abuse	0.13096819818019867
I haven't made any claims.	If you havent made any claims then just say so	0.6145918965339661
The train is riding on the tracks in the snow.	a train rides on his tracks	0.6695333123207092
Dunlap won both the swimsuit competition and the talent portion of the competition, singing "If I Could."	She won the talent portion singing If I Could and also won in evening wear	0.673471987247467
Three men sitting at the table with beer and food.	A group of people sit around a table with food and beer	0.6820244789123535
suspected islamic militants with alleged al-qaida links have been arrested in malaysia and singapore.	Saudi Arabia arrests suspected militants with alQaeda links	0.660950243473053
The recent turnaround in the stock market and an easing in unemployment claims "may signal more favorable economic times ahead," she said.	The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead	0.6757793426513672
But Senate criticism of the House plan Tuesday came on several fronts.	Graham a presidential candidate was criticized by several Republicans as politicizing the report	0.5137602090835571
Thai opposition party to boycott general election	Thai opposition announces election boycott	0.7373666763305664
Egyptian court considers Mubarak’s release	Egyptian court considers Mubarak‚Äôs release	0.7210997939109802
Iran 'cautiously optimistic' about future nuclear talks	German envoy optimistic about IranG51 talks	0.6345906257629395
A woman is wearing headphones.	We in Britain think differently to Americans.	0.07274963706731796
A man is climbing a rope.	A man is walking on a rope	0.7031782269477844
Two police officers standing behind a van with a bus in the background.	Two women standing outside of a bus	0.6628244519233704
Egypt Launches Offensive Against Sinai Militants	Minn Terminal Reopens After Bag Causes Evacuation	0.12052541971206665
