sentence_1	sentence_2	score
Large green boat floating on water.l.	Pakistan fighter jets bomb 'Taliban hideouts'	0.0003978209279011935
A man cuts a potato.	A man is cutting a potato	0.5830385684967041
A man is playing a wooden flute while several other men play bongo drums.	Matt Smith quits BBC’s Doctor Who	0.07760393619537354
A girl dances in the rain.	Ten killed in new blast in Russia	0.1472339630126953
A cat and a ferret are playing.	A cat is playing	0.5476359724998474
A man gets knocked off of a horse.	A man is riding a horse	0.3230765759944916
War in the middle east.	There is no WAR in the middle east	0.5603846311569214
US astronaut Neil Armstrong dead at 82	US astronaut Neil Armstrong dies	0.7121268510818481
Obama is Bush's fault.	Track fault disrupts train service between Raffles Place Marina Bay	0.04608532786369324
A school bus is driving uphill on a rural road.	A car is driving down the road	0.43449071049690247
EXCLUSIVE-UPDATE 1-Egypt pro-Mursi alliance signals flexibility in talks	the agreement was signed during a regular meeting of chiefs of defense staff from the 26 nato allies	0.3887460231781006
Suicide bomber kills at least 4 in Kabul	Suicide bomber kills 16 in Afghanistan	0.7699333429336548
Crimean Parliament Votes to Join Russia	Syria Regime Agrees to Attend Peace Conference	1.0
Originally Posted by JonD Doubtful.	Originally Posted by eleanorellis	0.9999999403953552
Telangana: Jagan to spend Thursday in hospital; blackout continues in Seemandhra	Mandela to spend Christmas in hospital	0.36283189058303833
China army newspaper slams US's PRISM program	A woman holding a newspaper	0.4507814347743988
p5+1 members are britain, china, france, russia, germany and the united states.	the 5 permanent united nations security council members are britain china france russia and the united states 	0.45956921577453613
5.5-magnitude quake hits off Taiwan	Eye of the Tiger We are all vessels filled with many wonders.	0.055777423083782196
LOL Don't you have to take a test to drive a vehicle in the US?	A man  is driving a car	0.5386061072349548
Bin Laden's continuing sway shown in Kenya mall attack	Somalias Shebab claims responsibility for Nairobi mall attack	0.5504464507102966
Philippines typhoon death toll at 4,460: UN	Philippines typhoon death toll rises above 5000	0.7203552722930908
Double Jeopardy actually enforces a jury nullification.	As far as legality goes I can use jury nullification	0.520354151725769
A woman is frying meat.	Analysts polled by Thomson Financial First Call had been expected to see a loss of about 11 cents a share from continuing operations.	0.057347316294908524
A couple walking down the street.	a group of old men walking down the street	0.3661423921585083
A brown furry animal stands behind some plants.	West hails Syria opposition vote to join peace talks	0.03124779649078846
The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.	Both Counterpane and iDefense contend that the exploit works effectively against Windows 2000 systems running Service Pack 3 and 4	0.3220953941345215
A kayaker found Dr. Scribner's body floating near the doctor's houseboat in Portage Bay, where he was eating lunch when his wife, Ethel, left for an appointment.	A yellow shirted man wearing a golden sun mask.	0.07017913460731506
A white and black dog is running out of a yellow and orange tube.	A black and a yellow dog	0.7932479977607727
Tampering with medicine apparently was so lucrative, investigators said, that many of the suspects lived in million-dollar homes.	US Senate approves fiscal cliff deal	0.10166587680578232
A black poodle plays in the snow.	A black poodle frolics in the snow	0.6771082282066345
Mumbai journalist gang-rape case: All five accused arrested	Mumbai photojournalist gangrape case cracked five accused arrested	0.8352559208869934
Originally Posted by Lone Fox And it's not all Iranian related either.	But neither he nor Peace Rules could keep Funny Cide from drawing away	0.27662989497184753
A woman grates onions.	The woman is dicing onions	0.3702508509159088
The Note's Must-Reads for Tuesday October 29, 2013	The onus is on the manufacturer of a product to convince consumers it is safe.	6.649560236837715e-05
"Fairies don't exist" - fine.	Cyclopes dont exist  fine	0.3452855348587036
A large black and white dog is swimming in the water.	A black and white dog swims in blue water	0.7629600763320923
Egyptians vote on divisive constitution	Egyptians vote on constitution change	0.8242618441581726
Putin, Annan meet on Syria crisis	Assembly meets amid Chavez crisis	0.8247639536857605
American flag is waving.	Police attacked in Belfast flag protests	0.5564813613891602
This is a rear view of a Chevrolet sports car.	The rear view of a red Chevrolet concept car	0.45038244128227234
Dozens killed in Laos plane crash	Six Australians killed in Laos plane crash	1.0
Russian parliament allows Putin to use military in Ukraine	German parliament endorses Greek bailout	0.5557805895805359
A man is dancing outside.	A man is dancing	1.0
Mom and baby among five killed as tornadoes rake Oklahoma City area	Tornadoes damaging storms hit US Midwest killing 5	0.4477321207523346
a black and white cow standing in the field.	A black and white cow standing in a grassy field	0.7781268954277039
Grasso quit last week in the wake of a firestorm of criticism over his $140 million compensation package.	TVT Records sought 360 million in punitive damages and 30 million in compensatory damages officials said	0.47947388887405396
Minister's wife's death 'unnatural'	India Ministers wife died unnatural death after affair rumours	0.5789094567298889
The train is riding on the tracks in the snow.	A train is running on the tracks	0.8966456651687622
santos stated colombian police found the evidence in 2 computers discovered with slain rebel leader raul reyes. 	francisco santos stated that colombian police found the evidence on two computers discovered with raul reyes	0.8278951048851013
Israel's Peres urges return to peace talks	Israels Peres calls for return to peace talks	0.8540769219398499
They underwent more tests over the weekend, and are now warded at Raffles Hospital.	They were at Raffles Hospital over the weekend for further evaluation	0.34040966629981995
Peter Lyman and Hal Varian of Berkeley's School of Information Management and Systems say that information production has increased by 30 percent each year between 1999 and 2002.	Extremists claim responsibility for Niger attacks	0.030456265434622765
Stocks rise early after Greek deal, then flatten	Stocks rise in early trading	0.5636995434761047
Philippines typhoon death toll at 4,460: UN	Philippines typhoon death toll feared to hit 7000	0.7715272307395935
I said it wasn't a person, in the legal sense.	Ross Garber Rowlands legal counsel said the governor would have no comment on the condo deal	0.40598365664482117
The people got off the train.	A man is rinsing a steak.	0.13443006575107574
A train sitting on the tracks in a train yard.	A train on the train tracks	0.9278076887130737
A rat is running.	A man is running	0.2032635360956192
They later fell out and have backed a series of rival Congolese militias in recent years.	A woman peels an apple.	0.011681552976369858
BBC Director General Resigns amid Newsnight Scandal	Archbishop of Canterbury to step down amid rifts	0.6122297644615173
Obama aide holds talks in China after Syria veto	Obama holds talks over Syria action	0.5360177755355835
south korea has so far taken a cautious stance on the issue of the north korean nuclear reactor project.	north korea has claimed nuclear ambitions and currently north korea is reported to have missiles aimed at japan 	0.6857095956802368
Some children are jumping on Trampoline.	A boy is playing a key-board between the people.	0.09585680812597275
3 dead, 27 injured in SW China accident	4 dead 3 injured in east China road accident	0.6208204627037048
Avengers sets box office record	Hunger Games sets box office records	0.9568771719932556
'Western' forces attack Islamic militant base in Somalia	Someone is cleaning a animal.	0.01265324279665947
Obama's big Hispanic win worries Republicans	Manchester City win English Premier League title	0.5354546904563904
The SIA says the DRAM market is expected to grow 2.9 percent to $15.7 billion in 2003 and 43 percent to $22.5 billion in 2004.	Revenue rose 39 percent to 163 billion from 157 billion	0.6338396668434143
A clown is singing and people are dancing.	Some people are singing	0.7081384062767029
Israel's West Bank control 'costing Palestinian economy billions'	Obama pledges to reignite economy	0.5536322593688965
An old Red London double decker bus with its hood raised.	Red double decker bus with hood open	0.8985515832901001
The girl sat on the couch to crochet.	a woman sitting on a sofa holding a baby	0.6859809756278992
BlackBerry loses US$965m in Q2	BlackBerry loses 965M in 2nd quarter	0.5395958423614502
The dollar rose 0.15 percent against the Japanese currency to 115.97 yen.	A man is slicing bread.	0.024031227454543114
This is the Moloch scene.	Girls are walking on the stage	0.22843623161315918
"We think PeopleSoft customers deserve the right to choose," Ellison said.	We think they have the right to choose	0.3181459307670593
Syria launches ground assault in Aleppo	Israel launches airstrike into Syria	0.6255404949188232
Syrian forces shoot civilians on bus	NATO strike kills civilians in Afghanistan	0.6118162870407104
Added Mr. Prodi: "Maybe, but the old age helps us to understand our strengths and our weakness."	Maybe but the old age helps us to understand our strength and our weakness and the reality of the world	0.8518446683883667
Talabani told him the Governing Council would "need UN assistance and advice in implementing the new decisions which have been taken."	The executive board decided to refer this to the capitals the Korean Energy Development Organization said	0.43897488713264465
Reopen Madeleine case, police urge	Piers Morgan questioned by police	0.5852392911911011
A white dog runs on a beach.	The white dog is running along the beach	0.7583196759223938
A man wearing an orange coat speaks to another as they walk in the snow.	A dog wearing a green sweater and a backpack walking on snow	0.2812456786632538
Train in a station.	a train in a station	0.4006884694099426
A black dog running in the snow.	A black dog is running in snow	0.7776109576225281
At 5 p.m. EDT, Grace's center was near latitude 25.6 north, longitude 93.7 west or about 280 miles east-southeast of Corpus Christi.	At 11 am EDT Fabians center was near latitude 181 north and longitude 532 west or about 550 miles east of the Leewards	0.6912916302680969
BP sells Gulf of Mexico assets to Plains for $5.55 bn	Washingtons Acts of Congress sells for 98M	0.6629401445388794
As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive.	The third appointment was to a new job executive vice president and chief staff officer	0.6937723755836487
U.S., allies to add sanctions against Russia over Ukraine	In Europe, France's CAC-40 rose 1.3 percent, Britain's FTSE 100 declined 0.2 percent and Germany's DAX index gained 0.6 percent.	0.025573981925845146
Nutrax The plural of anecdote is not data Did gentlemen need chaperones?	Nutrax The plural of anecdote is not data	0.8798032999038696
The procedure is generally performed in the second or third trimester.	The technique is used during the second and occasionally third trimester of pregnancy	0.4479738771915436
Someone is holding a hedgehog.	A hedgehog is biting at a blanket	0.25868740677833557
Didier Reynders on Syria	UN Chief Finds His Voice Remains Cautious on China	0.9999999403953552
Japan scrambles jets against Russian military planes	Pakistan fighter jets bomb Taliban hideouts	0.5903274416923523
A bald man touches the nose of a black horse on the other side of a fence.	Two hockey players in a struggle on the ice.	0.07218867540359497
Chairman of British no-frills airline easyJet to step down	Ictu Ibec in move on airline strike	0.6025858521461487
A woman is slicing tomato.	A tiger trys to climb the wall.	0.02877647615969181
A man is playing a flute in a band.	A man is playing a flute	0.9695701003074646
The horse is running.	A girl stands in a dimly lit area.	0.04088672250509262
Google names new Motorola Mobility CEO	In Islamistled Egypt Coptic Church names new pope	0.7451584339141846
World Briefing | Asia: Myanmar: Deadly Anti-Muslim Violence Flares Up	Afghan District Governor Defects To Taliban	0
You might not like Obamas views, but he has them.	You might not like the positions he holds but atleast he has them	0.6763877272605896
Syrian opposition to name delegation for talks	Syria opposition pressed to attend talks	0.6720143556594849
Said Mr. Burke: "It was a textbook landing considering the circumstances."	A man in a gray shirt sitting in a field of flowers.	0.11972040683031082
The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.	The PRC epidemic began in Guandong province in November but the Communist Party government refused to report truthfully about its spread for four months	0.8622384667396545
Four men admit London Stock Exchange bomb plot	Chicago teen arrested in Chicago car bomb plot	0.4603577256202698
Licensing revenue slid 21 percent, however, to $107.6 million.	But software license revenues a measure financial analysts watch closely decreased 21 percent to 1076 million	0.43827593326568604
Hollande defeats Sarkozy in French presidency vote	Pena Nieto wins Mexico presidential vote exit polls	0.6861767768859863
1 suspected extremist was provisionally released without bail.	Rimsha Masih released on bail	0.31487181782722473
Cambodia opposition head turns to parliament in poll bid	Cambodian opposition leader Sam Rainsy returns to stir up election	0.5453116297721863
A man severs the toe of an empty leather boot using a sword.	A boy whacks a man with a sword	0.28857171535491943
Suicide bombers attack Yemen military posts	Suicide bombers attack US base in Afghanistan	0.7354318499565125
A woman is adding oil to a pan.	Manchester City wins second Premier League title in three years	0.08288546651601791
iran insists that the program is aimed solely at peaceful pursuits such as the generation of 	the iranian government denied the accusation and insists the nuclear program is for peaceful purposes only 	0.6128041744232178
Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.	NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade	0.38844844698905945
Mexico storm death toll continues to rise	Egyptian death toll rises to 638	0.6965721845626831
Indian rape accused face verdicts	Douglas Meester 20 is charged with rape sodomy indecent assault and providing alcohol to minors	0.5256876945495605
Turkey unrest: Unions call for strike over police crackdown	2 Turkish unions call for strike on Monday in protest over police violence	0.6279885172843933
Russia jails Pussy Riot protest punks for two years	Turkish riot police tear gas Taksim Square protest	0.4973904490470886
Syria rebels leave besieged Homs	Philippines rebels reach wealthsharing deal	0.6624414324760437
A man jumps his bicycle in the air between two rocks.	the resolution says that the high level of readiness increases the risk of the use of such weapons and that the unintentional or accidental use would have catastrophic consequences.	0.039180103689432144
Wikileaks soldier Bradley Manning acquitted of aiding the enemy	Bradley Manning acquitted of aiding the enemy	0.8663195967674255
Explosions Near the Iranian Embassy in Beirut	Five Killed in Blasts in India	0.8538845181465149
Two men on the side of a barge	Two men on boat floating on the water	0.5349243879318237
The California Farm Bureau did not immediately return calls seeking comment.	The Rev Christopher Coyne spokesman for the archdiocese did not immediately return several calls seeking comment	0.6425958871841431
6.8 quake strikes off Solomon Islands	May Housing Starts Up 68	0.3741830587387085
Mayor Joe T. Parker said late Thursday that the three workers were two men and a woman who were inside the building when the first blast occurred.	The missing workers two men and a woman were inside the building when the first blast occurred Mayor Joe T Parker said	0.8417966365814209
The Nasdaq fell about 1.3% for the month, snapping a seven-month winning streak.	Philippines recovering after powerful typhoon	0.18525275588035583
NATO ups military presence amid Russian threat	US military presence in East Asia	0.6779011487960815
a cyclist is making his bike jump between two rocks.	A motorcyclist crashes on his motorcycle	0.6779186725616455
A young girl riding a brown horse.	A girl riding a brown horse	0.7825126647949219
Greek PM to announce new election	From 1993 to 2002, there were 142 reported sexual assaults at the academy.	0.1305781900882721
The girl sat on the couch to crochet.	Young couple sitting on couch	0.6788632869720459
Excluding patent litigation, RIM's loss for the quarter was $700,000, or 1 cent per share.	In the second quarter last year AK Steel reported a profit of 162 million or 15 cents a share	0.46856623888015747
The white dog is running along the beach.	A black and white dog is running on the beach	0.6939048171043396
A wet child is shivering in a towel in front of a pool.	U.S. has not concluded Syria used chemical weapons -White House	0.02226674184203148
Volcanic eruption closes 3 airports	Who abandoned 3 Boeing planes at the airport	0.4537600576877594
the cfe treaty was established in 1990.	Rapper C-Murder has been convicted of second-degree murder, a crime that carries an automatic life sentence, in the shooting death of a 16-year-old inside a Jefferson Parish nightclub.	0.08796771615743637
His first Father's Day as a dad, his first major as a champion.	Jim Furyk celebrated his first Fathers Day as a father by winning his first major golf championship	0.6989925503730774
On Wednesday next week, Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba, Jordan.	India US to hold talks on China next week	0.303585946559906
Ann Romney has never had to get out and be a part of the workforce.	We never got out of it in the first place	0.4923495650291443
The camp hosts summer religious retreats for children and other events year-round, according to its Web site.	The Saint Sophia Camp hosts religious retreats for children during the summer months as well as other events year round according to its Web site	0.7663497924804688
Death toll rises to 29 in India's Mumbai building collapse	Indian building collapse death toll rises to 72	0.6580069661140442
It's also a strategic win for Overture, given that Knight Ridder had been using Google's advertising services.	a boy swinging on a swing.	0.0027842498384416103
First case of MERS, a SARS-like respiratory illness, reported in North America	Agribusiness Mad cow disease found in California	0.1670537143945694
A man is playing the guitar and singing.	The man is singing and playing the guitar	0.8818984031677246
In addition, it offered the United States and Israel a way to work around Mr. Arafat.	When the prime ministers position was established in the spring it offered the United States and Israel a way to work around Arafat	0.6154874563217163
Originally Posted by SolInvictus Ah.	Soccer Ref Punched by Player Dies	0.9999999403953552
Dr. Neander's revised version.	Prior to joining Eastman Kodak, Mr. Palumbo held senior marketing positions for Procter & Gamble.	0.035248998552560806
Egypt issues long-waited presidential election law	Police stop Maldives presidential election	0.7118873000144958
A black and brown dog runs through the woods.	The black and brown dog is running through the snow	0.86701899766922
George Zimmerman 'to be charged' with killing Trayvon Martin	Conte said Druce will be charged with murder	0.47720423340797424
A woman is seasoning a piece of meat.	A woman is adding spices on a meat	0.7218635678291321
Singapore stocks close 0.41 pct higher	Chinese stocks close higher Thursday	0.8111881613731384
How the Dow Jones Industrial Average Did Wednesday	Dolce and Gabbana Fined in Italian Tax Case	0.08476511389017105
The man is standing on the shore hitting a ball with a paddle.	A man is slam dunking a ball	0.5960168242454529
A boy is doing push ups.	A man is doing pushups	0.4403826892375946
Though the judge can reduce the punishment to life in prison without parole, experts say Virginia judges rarely take that opportunity.	the resolution requires all 192 united nations member states to adopt laws to prevent terrorists, black marketeers and other non-state actors from manufacturing, acquiring or trafficking in nuclear, biological or chemical weapons or the materials to make them. 	0.07328929752111435
@Cyracuz, What you want to call it is up to you.	Lustig Andrei Thank you Lustig	0.49238094687461853
Venezuela Expels 3 U.S. Diplomats	US Drone Strike Kills 3 in Pakistan	0.9096336364746094
You have never met anyone that is Pro-Abortion?	We never got out of it in the first place	0.39408227801322937
We are meant to explore.	Ukraine protesters battle police in new clashes	0.010279572568833828
Ukraine President Calls Talks To End Protests	Minn Terminal Reopens After Bag Causes Evacuation	0
A woman is speaking in sign language.	A young girl is using sign language	0.505661129951477
Cricket-England 155-4 v Australia, fourth test - tea	China Bo Xilai trial in fourth day	0.5994805693626404
Tokyo shares open higher over buoyant U.S. market	Singapore shares open higher on Thursday	0.7494129538536072
Zimmerman stopped for speeding in Texas, released with warning	Irans Rouhani warns of Talibanisation in Syria	0.5078840255737305
Since being drafted into service in 1971, it has racked up a record 45 accidents, with 393 deaths.	Saudi-led airstrikes hit Yemeni capital	0.11447985470294952
Shares of Coke were down 26 cents to close at $44.10 on the New York Stock Exchange.	Shares of SCO closed at 1093 down 28 cents in Monday trading on the Nasdaq Stock Market	0.65541011095047
A black and white cat sleeps on a purple blanket.	Genetic predisposition to cancer resistance is superior genetics.	0.011057584546506405
the u.s., other western nations and nato condemned the violence. 	the us other western nations and nato demanded a ceasefire	0.7894878387451172
Mr Levine confirmed that Ms Cohen Alon had tried to sell the story during the World Cup.	Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act	0.4440948963165283
Australian researchers believe they have found a trigger of type 1 diabetes in children - their mothers eating potatoes and other tuberous vegetables during pregnancy.	A man puts vegetables into a pot	0.461752712726593
Boston bomb suspect buried in Virginia cemetery	Boston bombing suspect buried	0.7816967964172363
Two dogs playing in the snow.	No damage, tsunami after 6.6 quake hits off Indonesia's Sumatra	0.01961483433842659
A man in a tux on a white horse.	A guy on a white horse	0.4592883288860321
Police stop Maldives presidential election	Cambodia opposition head turns to parliament in poll bid	0.14061665534973145
A dog sleeping under a table.	Julian Assange Plans to Run for Australian Senate	0.01469977293163538
But neither he nor Peace Rules could keep Funny Cide from drawing away.	Originally Posted by Lone Fox And its not all Iranian related either	0.35802161693573
Two-year-old Egyptian twin boys, born with their heads conjoined, have been separated after 26 hours of surgery at the Children's Medical Centre in Dallas.	After 26 hours of surgery and a year of anticipation the boys were separated Sunday at Childrens Medical Center of Dallas	0.6272467374801636
additional individuals and entities are subject to an assets freeze. 	Egypt freezes Muslim Brotherhood assets	0.3588276505470276
Chinese stocks close higher Thursday	Car bomb kills 40 in northwest Pakistan	0.00011959827679675072
South Africa hosts 'peace talks' in mine standoff	12 killed in bus accident in Pakistan	0.06026837229728699
Two kids are walking on a path in the woods.	A person is riding their bike on a trail next to the woods	0.4045031666755676
russia already participates in the european space agency's 	russia is a member of the nsg	0.48813489079475403
A cat is eating a slice of watermelon.	A dog is eating a piece of watermelon	0.49908360838890076
More than 30 striking miners killed	A man in a blue shirt and tan pants is standing in front of a statue of a man, which is in a cobble stone paved plaza.	0.05920105054974556
A skateboarder attempts a trick on the side of a low wall.	The skateboarder rides the pipe wall at a skater park	0.4714786112308502
Two dogs are peeing at a red fire hydrant.	Two dogs are urinating on the red fire hydrant	0.8051233887672424
Up to 50 dead in Spanish train crash	Ernst & Young has denied the SEC's claims, and called its recommendations "irresponsible".	0.02746916562318802
A man sings and plays the guitar.	A man is playing the guitar and singing	0.7009188532829285
Excluding one-time items, the company enjoyed a profit of 6 cents a share.	The company said this impacted earnings by a penny a share	0.5406264066696167
A dog is eating water melon.	A dog is eating some water melon	0.7112489342689514
A woman is slicing onions with a large knife.	A woman thinly slices an onion with a large knife	0.7985304594039917
Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.	Graham, who co-chaired the inquiry, is a presidential candidate.	0.02586364559829235
"Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites)."	Her birthday, 21 April, was declared a public holiday and she attended a reception and a ball.	0.005508238449692726
It would take three votes to kill the ACC's expansion.	DC votes to decriminalize pot	0.4952370822429657
A train on the train tracks.	Black train on train tracks	0.9220259785652161
French-led troops close in on Timbuktu	More French soldiers to Central African Republic	0.6161901354789734
US drone strike kills seven in North Waziristan	US drone strike kills 5 in Pakistan	0.7567578554153442
France Says Won't 'Shirk Responsibilities' in Syria	5 people buried in Colorado avalanche	0.1598500907421112
A tan dog with a black collar barking in the snow.	On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.	0.012864392250776291
The average American makes four trips a day, 45 percent for shopping or errands.	Nearly half  45 percent  are for shopping or running errands	0.6819385290145874
Someone is cooking okra in a pan.	A man is cooking a tortilla in a skillet	0.6610012054443359
A baby elephant eats a sapling.	A baby elephant is eating	0.9537174701690674
Four Morsi supporters killed in Egypt clashes	Muslim Brotherhood supporters die in Egypt clashes	0.8752319812774658
Hall of Fame beckons for Capriati	British Warship Sets Sail for Falklands	0.5895754098892212
A silver and blue Amtrak train on the tracks near a small train station.	A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.	0.0073768668808043
elbaradei was quoted as saying that a peace deal between israel and its arab neighbors must be reached in parallel with a security agreement based on eradicating all weapons of mass destruction from the region.	egypt and jordan have signed the nuclear nonproliferation treaty and have long called for a middle east free of weapons of mass destruction 	0.5443286299705505
Zebras are socializing.	US suspects Syria used chemical weapons	0.06302641332149506
He was released on $3-million bail and immediately returned to Las Vegas, where he had been filming a video.	Tennis: Nadal defeats Djokovic for Monte Carlo title	0.044180978089571
EU ministers hold crisis talks over horse meat scandal	EU ministers determined to resolve horsemeat scandal	0.6282071471214294
Toll last week offered to buy the company for NZ75c a share, or $NZ158 million.	Toll Australias secondlargest transport company last week offered NZ75 a share for Tranz Rail	0.7099493145942688
"Whereas long lines used to catch 10 fish per 100 hooks, now they are lucky to catch one," Myers said.	Where longlines used to catch 10 fish per 100 hooks in past decades they are now lucky to catch one the study found	0.7512684464454651
Hrithik Roshan, Sussanne to divorce	Custody images at stake in CruiseHolmes divorce	0.6393463611602783
A man is smoking.	A woman is smoking	0.20834021270275116
A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.	Security experts are warning that a new massmailing worm is spreading widely across the Internet sometimes posing as email from the Microsoft founder	0.633895993232727
Mumbai Indians puts T&T in its place	A woman is picking a can.	0.02118059992790222
The man talked on the telephone.	The man is talking on the phone	0.7121317386627197
"Whatever has happened to you by way of punishment is certainly more than enough," Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.	What has happened to you sir by way of punishment is certainly more than enough Covello said	0.6769763827323914
US stocks slip on Wall Street as Greek talks drag on	Camouflage airplane sitting on grassy field.	0.046746961772441864
The report ranked 45 large companies based on employment, marketing, procurement, community reinvestment and charitable donations.	Of those three only Dillards responded to the survey that ranked 45 large companies on employment marketing procurement community reinvestment and charitable donations	0.7048670053482056
Three dogs standing in snow next to a blue fence.	Senate confirms Janet Yellen as next Federal Reserve Chair	0.21653297543525696
A train sitting on the tracks near a field.	A train on the train tracks	0.7789634466171265
The Nasdaq composite index rose 13.70, or 0.8 per cent, to 1700.34.	The techheavy Nasdaq Stock Markets composite index added 1417 points or 094 per cent to 151705	0.5200238823890686
A double decker bus on a city street.	Two green birds flying above the telephone wires.	0.020169418305158615
Titanic violin sells for $1.7 million	A woman is playing the violin	0.5656677484512329
Photos show N. Korea nuclear readiness	What is the nuclear option	0.6254787445068359
Two men are playing chess.	Francis begins papacy with prayer	0.023107534274458885
Madoff's brother to plead guilty to fraud	Jesse Jackson Jr and wife to plead guilty to fraud	0.7906285524368286
the treaty was first signed in 1990. 	the cfe treaty was signed in 1990 	0.7279656529426575
A man is playing drums.	Two green and white trains sitting on the tracks.	0.01523516047745943
X'mas cruise passengers hit by Norovirus	French train passengers tell of crash ordeal	0.5730160474777222
pressing one does not "do" english.	Former New Mexico Gov Richardson pressing North Korean test ban	0.4134628474712372
US Hands Over Bagram Prison to Afghan Authorities	Gunman kills 6 in shooting at Wisconsin Sikh temple	0.08713369071483612
Umm the California was a cargo ship I dont care what the article says.	The California was a cargo ship	0.690873384475708
these human rights violations include summary executions, torture and the recruitment of child	Libya UN orders investigation into Libya rights abuses	0.4368194341659546
A person is putting salt and pepper on a piece of pork.	A man is slicing a pepper	0.6206480264663696
Roadside bombs kill 5 in Afghanistan	Excluding one-time items, the company enjoyed a profit of 6 cents a share.	0.05141400918364525
A red truck spins their tires while a black one leaves the frame.	Red truck spinning tires and emitting smoke from behind	0.47808489203453064
Cameron 'has no concerns' over halal meat	A woman is eating meat	0.5974263548851013
A bay foal is walking next to its mother in a grassy field.	A dog runs across the grassy field	0.4081551730632782
Syrian army retakes historic Crusader castle	Apple Computer Inc. said Monday it exceeded record industry expectations by selling more than 1 million songs since the launch of its online music store a week ago.	0.04267716780304909
PACIFIC REQUIREMENTS .	both tajikistan and uzbekistan share a border with afghanistan and have experienced raids by taliban-backed islamic militants in recent years. 	0.026788128539919853
The woman is shooting a rifle.	A woman is shooting a gun	0.8432083129882812
Red and white bus driving down road.	A white and red bus traveling on the street	0.6389657258987427
Excluding litigation charges, RIM's loss narrowed even further to 1 cent a share.	A room with several computers and pictures on the wall.	0.08019538223743439
It's so stupid that it just has to be true.	If so state that is why theyre not true	0.3412441909313202
Egypt's interim president swears in new Cabinet	Justice Adly Mansour sworn in as Egypt interim president	0.8291798830032349
A man is seasoning some dough in a pan.	A person is frying meat in a pan	0.41994544863700867
N. Korea vows to expand nuclear deterrent	Iranian nuclear talks to be extended to November	0.6421187520027161
Egypt court bans Muslim Brotherhood 'activities'	Russian court to rule in Pussy Riot trial	0.6431747078895569
Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.	9 Dead in New Darfur Tribal Clash	0.44057661294937134
A monkey is karate kicking at someone's gloved hand.	A train is running down the track in a rural area.	0.061798419803380966
Outside the court, Sriyanto denied to The Age that he had done anything wrong.	Outside the court Sriyanto who faces up to 25 years jail denied he had done anything wrong	0.5038821697235107
No plan to shut petrol pumps at night Moily	50th anniversary of JFK's death remembered	0.012245967984199524
The operating revenues were $1.45 billion, an increase over last year's result of $1.38 billion.	It generated 447 billion of profit and 20 billion of revenue in the years first half 53 percent of Citigroups totals	0.3314541280269623
Three boys are dancing.	Two men are dancing	0.5029048323631287
A man is spreading butter onto bread.	The man spread butter on the loaf of bread	0.7164044976234436
And parts of the west coast.	And a large part of the east coast	0.2659352719783783
USA expels Venezuela diplomats in row	Venezuela expels three US diplomats	0.794468104839325
On Wednesday next week, Mr Bush will meet Israeli Prime Minister Ariel Sharon and new Palestinian leader Mahmoud Abbas in Aqaba, Jordan.	A new Cold War	0.5805855989456177
Facing Bailout Tax, Cypriots Try to Get Cash Out of Banks	A man is rowing a boat.	0.022923754528164864
Those are partial psychopaths.	Obama is part of the extreme leftwing	0.4335261285305023
kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington. 	north korea has boasted of nuclear ambitions and north korea is now reported to have missiles trained on	0.6151125431060791
A black dog and a white dog playing in the street.	A black dog and a brownandwhite dog play in a field	0.8270095586776733
A man is sitting on a rock.	Two animals sitting on a rock	0.4645248353481293
South Korean President Sorry For Ferry Response	Minn Terminal Reopens After Bag Causes Evacuation	0
U.S. judge approves force-feeding Californian inmates on hunger strik	Judge OKs forcefeeding California inmates	0.541192889213562
Iran vows to preserve "peaceful" nuclear program	irans nuclear projects are for peaceful purposes 	0.4599352180957794
A baby panda relaxes on some logs.	Red Sox beat Tigers 5-2 to advance to World Series	0.0032279540318995714
Press awash with Nigeria\'s general elections	Boko Haram disrupts Nigerian elections	0.5473259687423706
A man and a woman are talking to each other.	A man and a woman are kissing each other	0.7149547338485718
Apple app directs drivers to Alaska airport runway	Libyan militia takes control of Tripoli airport	0.5094435214996338
