sentence_1	sentence_2	score
The Kenilworth-based company said it believes the letter shows that the government plans to pursue a criminal indictment and likely has substantial evidence supporting an indictment.	Now Blancas American husband 63yearold Roger Lawrence Strunk faces a murder indictment issued in February by the Philippine government which says hes the leading suspect	0
Indeed, Iran should be put on notice that efforts to try to remake Iraq in their image will be aggressively put down, he said.	Maddox, 87, cracked two ribs when he fell about 10 days ago at an assisted living home where he was recovering from intestinal surgery, Virginia Carnes said.	0
The reading for both August and July is the best seen since the survey began in August 1997.	It is the highest reading since the index was created in August 1997	0
In Al-Fallujah, two grenades were thrown Thursday at soldiers from the 3rd Armored Cavalry Regiment, wounding seven, none seriously.	The dollar was helped on Friday by talk of yen-selling intervention by Japanese authorities on Thursday and Friday.	0
Sylvan Shalom, the Israeli Foreign Minister, said there was a possibility that Mr Bush “will come to this area”.	Shalom said there was also a possibility that the president will come to this area	1
The lawyer representing Torch Concepts, Rich Marsden did not respond to repeated phone calls.	The representative did not return calls seeking additional comment	0
Since Dec. 2 the U.S. military has been engaged in a large-scale sweep, dubbed Operation Avalanche, targeting the south and east of the country.	US soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack the military said Sunday	0
In Europe, France's CAC-40 rose 0.6 percent, Britain's FTSE 100 slipped 0.02 percent and Germany's DAX index advanced 0.8 percent.	In afternoon trading in Europe Frances CAC40 rose 15 percent Britains FTSE 100 gained 03 percent and Germanys DAX index advanced 12 percent	1
Claudia Gonzales Herrera, an assistant attorney-general in charge of the case, said the arrests showed that Guatemala took the defence of its Mayan heritage seriously.	Claudia Gonzles Herrera an assistant attorney general in charge of the case said the arrests show that Guatemala takes the defense of its ancient Maya heritage seriously	1
Chinese language Web portals also support 3721 keywords, the Web site said.	Its keywords are supported by Chinese language Web portals	1
July Brent rose 31 cents to $28.39 per barrel on London's International Petroleum Exchange.	HPs shipments increased 48 per cent yearonyear compared to an increase of 31 per cent for Dell	1
The dollar was helped on Friday by talk of yen-selling intervention by Japanese authorities on Thursday and Friday.	The dollars slide against the yen was curbed by wariness that Japanese authorities could intervene to stem the yens rise	0
Inflation-index bonds are carrying an interest rate of 4.66 percent.	The Iranians have until the end of the month to answer all the agency's questions about their past nuclear activities.	0
St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.	Jay Fishman 51 chairman and chief executive of St Paul will be chief executive of the combined company	0
Q: Can I buy coverage for prescription drugs right away?	In 1999, Mauritania became only the third Arab League state to establish full diplomatic relations with the Jewish state.	0
Undersecretary-General for Peacekeeping Jean-Marie Guehenno urged member states contributing police and soldiers to U.N. peacekeeping operations to provide more women.	The main rebel force the Liberians United for Reconciliation and Democracy fears a peacekeeping force could bolster Taylor	0
EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform, said Gerry Kiely, a EU agriculture representative in Washington.	The EUs agriculture representative in Washington said EU ministers were invited but canceled because the union is wrapping up talks on agricultural reform	1
What's more, Mr. O'Neill said that he hoped Hyundai would sell one million vehicles annually in the United States by 2010.	Second quarter sales came in at 645 million up from 600 million the year before AMD said	0
IAAF council member Jose Maria Odriozola said Drummond should be excluded from the championships.	I have proposed to the IAAF council that Drummond be excluded from the championships	1
He was in Cincinnati helping another daughter move when the tragedy occurred, friends said.	Rescue and search operation had been going on since the tragedy happened on Thursday night Manali SubDivisional Magistrate Raj Kumar Gautam told Times News Network	0
Sovereign said it expects the merger to close in the first quarter of 2004, subject to regulatory and First Essex shareholder approval.	Sovereign based in Philadelphia expects to close the acquisition in the first quarter of 2004	1
This new division will be focused on the vitally important task of protecting the nation's cyberassets so that we may best protect the nation's critical infrastructure assets, he added.	About 120 potential jurors were being asked to complete a lengthy questionnaire.	0
One of the key suspects in the October nightclub bombings that killed more than 200 people in Bali went on trial Monday amid tight security.	The first trial of a suspect in last years Bali nightclub bombings that killed more than 200 people opened in Indonesia today Sky News reported	1
Operating revenues rose to $1.45 billion from $1.38 billion last year.	Total revenue for the second quarter was 148 billion up 7 from 139 billion in the same period last year	1
Chief merchandising officers oversee the buying and development of merchandise, deciding the merchandising direction of the company, or basically what it should stand for.	He or she decides the merchandising direction of the company or basically what it should stand for	1
The technology-laced Nasdaq Composite Index .IXIC was off 5.53 points, or 0.33 percent, at 1,662.91.	The technologylaced Nasdaq Composite Index was up 564 points or 034 percent at 167222	0
The A920 comes with a printer, scanner, and copier for $89.	There were, said board member and Nobel-prize winning Stanford physicist Douglas Osheroff, some extremely bad decisions.	0
Winslet, 28, has a three-year-old daughter Mia by her first husband, British film producer Jim Threapleton.	Nevada is where the most women smoke 28 percent	0
A base configuration with a 2.0GHz Intel Celeron processor, 128M bytes of memory, a 40G-byte hard drive, and a CD-ROM drive costs US$729.	A base configuration with a 24GHz Pentium 4 128MB of RAM a 40GB hard drive and a CDROM drive costs 699	1
In 2001, the number of death row inmates nationally fell for the first time in a generation.	In 2001 the number of people on death row dropped for the first time in a decade	1
This blackout was largely preventable, Energy Secretary Spencer Abraham said at a press conference this afternoon.	Palm plans to issue about 13.9 million shares of Palm common stock to Handspring's shareholders, on a fully diluted basis.	0
The two groups said they would collaborate on the design of future memory technologies.	The companies also announced plans to collaborate on the design for future generations of memory technologies	1
After he was led into the execution chamber and strapped to a gurney, Swisher raised his head and appeared to smile as the prison chaplain spoke in his ear.	Mr Geoghan had been living in a protective custody unit since being transferred to the prison on April 3	0
The value of BP's investment has risen since the deal was announced in February.	This proposed investment starts the process of raising the funding we need to increase our capacity Elpida President Yukio Sakamoto said in a news release	0
You have to dig deep and come up with the goods against guys that are out there competing with the best of us.	You have to dig deep and come up with the goods against guys who are out there competing with you	1
Already, China's moves are sending ripples through the region.	The case marks the court's second major separation of church and state case in two years.	0
Microsoft in Europe could not be immediately reached for comment.	Representatives for Puretunes could not immediately be reached for comment Wednesday	1
An 18-month run for it in Toronto was originally planned as part of a North American tour.	Mr. Marshall demonstrated a preference for results over rhetoric in preparing the Civil Rights Act.	0
DJs will pay homewares and furniture group Freedom $10 million to take over the Foodchain store leases.	In addition David Jones will pay him 10 million to take over the Foodchain leases	0
The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.	They did visit after her feeding tube had been removed accompanied by the Rev Thaddeus Malanowski a Roman Catholic priest who visits Mrs Schiavo weekly	0
A really robust program could be had for about 20 cents a day, Griffin said.	Eurex said the vast majority of trades on Eurex US would be priced at 20 cents per contract or less depending on participation in incentive schemes	0
Kenneth Supreme McGriff was sentenced to 37 months by U.S. District Judge J. Frederick Motz for illegally possessing a handgun as a convicted felon at a Maryland firing range.	The contractors convicted last month Brian Rose 36 and Joseph Quattrone 35 are to be sentenced in January	0
The 6-3 ruling reinstates a law that told libraries to install filters or surrender federal money.	A divided Supreme Court ruled that Congress can force the nations public libraries to equip computers with antipornography filters	0
In the entire fiscal year, the company lost a record $1.27 billion, or $2.11 a share, on sales of nearly $3.1 billion.	For the entire fiscal year Micron lost a record 127 billion on sales of just under 31 billion	0
Ms. Kethley, who has repeatedly denied any infidelity, has recounted a similar story.	Mr Estrada has denied any involvement in the plot	0
She said in 2003, not one American state had an obesity level less than 15 percent of the population.	She said in 2003 not one US state had an obesity rate below 15 percent	1
Likewise, the 30-year bond US30YT=RR slid 23/32 for a yield of 4.34 percent, up from 4.30 percent.	The Virginia attorney-general, Jerry Kilgore, accused the Supreme Court of undermining Virginia's right to pass legislation that reflects the views and values of our citizens.	0
Great Train Robber Ronnie Biggs was back in jail tonight after being treated in hospital for pneumonia.	Myanmars prodemocracy leader Aung San Suu Kyi will return home late Friday but will remain in detention after recovering from surgery at a Yangon hospital her personal physician said	1
Ride will be enshrined along with astronauts Story Musgrave, Robert Hoot Gibson and Daniel Brandenstein.	Ride astronauts Story Musgrave Robert Hoot Gibson and Daniel Brandenstein will enter the hall of fame together	1
A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York, a federal defender in California said Friday.	SACRAMENTO A nationally known itinerant computer hacker faces a federal arrest warrant on a sealed federal complaint in New York a federal defender in California said Friday	1
About 22% of twentysomethings are obese, which is roughly 30 pounds over a healthy weight.	About 31 percent of Americans are now obese — roughly 30 or more pounds over a healthy weight	1
The driver, Eugene Rogers, helped to remove children from the bus, Wood said.	Emergency crews said some of the passengers were thrown partly out of the open side of the bus	0
Burns believed that confessing a crime he did not commit was the only way out, Richardson said.	Glover spoke at a news conference that included about 20 relatives of the victims.	0
We stand behind this program, said Dr. William Winkenwerder, assistant secretary of defense for health affairs.	We do not use service members as guinea pigs William Winkenwerder assistant secretary of defense for health affairs told a Pentagon briefing	1
Lawrence E. Alibozek, his former deputy chief of staff, pleaded guilty to accepting cash and gold coins in exchange for influencing state contracts.	Former chief financial officer Franklyn M Bergonzi pleaded guilty to one count of conspiracy on June 5 and agreed to cooperate with prosecutors	0
CS's other main division, Financial Services, made a 666 million franc net profit, six percent below the prior quarter.	In the first quarter SCO had reported a net loss of 724000 or 6 cents per diluted share on revenue of 135 million	0
The state House on Thursday approved legislation intended to clarify Michigan's corporate takeover law.	The House Government Reform Committee rapidly approved the legislation this morning	1
He is temporarily serving as Chechnya's acting president while his boss, Akhmad Kadyrov, is running in the region's Oct. 5 presidential election.	He is temporarily serving as Chechnyas acting president while his boss Akhmad Kadyrov is on the campaign trail	1
Malvo's attorneys mounted an insanity defense, arguing that Muhammad's indoctrination left him unable to tell right from wrong.	Were going to defend these charges in court said Ira Lee Sorkin Fursts attorney	0
The company has reached agreement on the terms for buying the paper division of the Dutch office supplies group Buhrmann, the largest paper distributor in Europe.	The company has agreed terms on the purchase of the paper division of the Dutch office supplies group Buhrmann the largest paper distributor in Europe	1
Passengers were evacuated smoothly, although they were not told what was going on, he said.	Evacuation went smoothly although passengers werent told what was going on Hunt said	1
Several cities are competing for the headquarters, including Miami; Panama City; Atlanta; Port-of-Spain, Trinidad; and Puebla, Mexico.	But Miami is competing with eight other cities including Atlanta Panama City PortofSpain Trinidad and Cancn Mexico	1
The lawmakers expected to arrive in Pyongyang on Friday and leave Sunday for South Korea.	The lawmakers were departing Wednesday and expected to arrive in Pyongyang on Friday	1
The Iranians have until the end of the month to answer all the agency's questions about their past nuclear activities.	It's been a busy couple of days for enterprise security gurus tasked with the job of keeping their companies safe and sound.	0
She said the store ordered 520 copies and reserved another 300.	In one Johannesburg store 900 copies have been ordered	1
BaFin, Germany's chief financial regulator, and the prosecutor's office were not immediately available for comment.	A spokesman for the United States Attorneys office in Manhattan had no comment	0
Declining issues outnumbered advancers slightly more than 3 to 1 on the New York Stock Exchange.	At the center of the petition is a 6000 series aluminum alloy rolled plate that is used for general-purpose engineering, tooling and die applications.	0
Detectives told Deasean's father, Stelly Chisolm, a college student, and mother, Kimberly Hill, of the arrest shortly after Perry was apprehended.	Per-user pricing is $29 for Workplace Messaging, $89 for Team Collaboration and $35 for Collaborative Learning.	0
Previously, it had reported a small profit of $12 million, or break-even on a per-share basis, for the period.	Previously it had reported a profit of 12 million or 0 cents a share for that period	1
Moose frequently criticizes reporters and news organizations in the book, especially those that reported on leaks from investigators.	As a responsible leader we feel it necessary to make these changes because online chat services are increasingly being misused, Microsoft told the BBC.	0
Conte said Druce will be charged with murder.	Shinseki's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.	0
The identical rovers will act as robotic geologists, searching for evidence of past water.	The rovers act as robotic geologists moving on six wheels	0
Bush said he plans to meet with scientists and legal experts and will not decide the bill's fate for a few more weeks.	That means the case against Gary Lee Sampson, including the capital charges, will now to trial in September.	0
Car volume fell 8 per cent, while light truck sales -- which include vans, pickups and SUVs -- rose 2.7 per cent.	Car volume was down 8 percent while light truck saleswhich include vans pickups and SUVsrose 27 percent	1
People who are high in positive emotions sleep better, they have better diets, they exercise more, they have lower levels of these stress hormones, Cohen said.	Thyroid hormones are known to help in weight loss by stimulating metabolism and they can help cut cholesterol too	0
But while the prime minister's trial judders to a halt, his co-defendants in the same case are not protected.	Stewart intends to declare her innocence if indicted and proceed to trial her lawyer said	0
Contractors Brian Rose, 36, and Joseph Quattrone, 35, who were convicted of submitting hundreds of phony invoices to Blue Cross, are to be sentenced in January.	The contractors convicted last month Brian Rose 36 and Joseph Quattrone 35 are to be sentenced in January	0
The huge bottom line loss stemmed from a 1.5 billion-pound asset writedown, on top of a 3.5 billion first-half charge.	The huge bottomline loss stemmed from a 15 billion pound assets writedown on top of a 35 billion firsthalf charge	1
But butterflies housed under an earlier light cycle, 1 a.m. to 1 p.m., flew toward the southeast.	Additionally early voting will be conducted from 1 to 6 pm Sept 7	0
The company is working with the ObjectWeb consortium, Apache Software Foundation and the Eclipse IDE development community as part of the effort.	The findings were published in the July 1 issue of the Annals of Internal Medicine.	0
Yang would dine on shredded pork with garlic and kung pao chicken washed down with Chinese tea, state media said.	Yang was to dine on specially designed packets of shredded pork with garlic and eight treasure rice washed down with Chinese tea state media said	1
Garner said Iraq's reconstruction was not as difficult as he had expected -- mainly because the war caused less infrastructure damage and fewer refugees than anticipated.	Garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees	1
SMILING bomber Amrozi was inspired to launch an attack on Bali after his former Australian boss revealed the tourist island was a haven for sinful behaviour by westerners.	He blamed the blast on guerillas from the Taliban regime overthrown in late 2001 and said it was possible the bomber was killed in the blast	0
She told the inquiry that her husband had received assurances from his line manager and senior ministry officials that when he came forward his name would not be made public.	Minister Saud alFaisal visit was disclosed Monday by two administration officials who discussed it on condition of not being identified by name	0
Just five months ago, Dean committed to accepting taxpayer money and the spending limits that come with it and vowed to attack any Democrat who didnt.	Just five months ago Dean committed to accepting taxpayer money and vowed to attack any Democrat who didnt	1
In next week's drill, our objective is to improve the nation's capacity to save lives in ... a terrorist event, Ridge said.	Our objective is to improve the nations capacity to save lives in  a terrorist event including use of weapons of mass destruction Ridge said	1
But the US insisted it wanted more done to prevent complaints being filed in the first place, preferably by repealing the entire law.	Washington however said more was needed to prevent complaints being filed in the first place	1
Officials tentatively planned to burn about 2,000 acres of dense forest by dropping incendiary devices from the air, aiming to remove fuel from the wildfire's path.	Officials developed plans to burn about 2000 acres of dense forest near the parks southwest border by dropping incendiary devices hoping to burn off fuel from the wildfires path	1
For me, the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents, Mrs Clinton writes.	For me the Lewinsky imbroglio seemed like just another vicious scandal manufactured by political opponents	1
He would often call me for advice, said Ronald L. Kuby, a friend and well-known lawyer who had represented him in the harassment case.	The lawyer representing Torch Concepts Rich Marsden did not respond to repeated phone calls	0
Shattered Glass,starring Hayden Christensen as Stephen Glass, debuted well with $80,000 in eight theaters.	Taupo had been leading Mr Kibblewhite 62 of Rotorua on a threeday walk with a tramping party of eight	0
Ohio Rep. Dennis Kucinich passed $1 million last week and was still counting money.	Rep Dennis Kucinich of Ohio is expected to raise more than 1 million	0
Dynes will get $395,000 a year, an increase over Atkinson's current salary of $361,400.	That would represent an increase of some 10 per cent from the year before it added	0
He added that the decision will throw a monkey wrench into the FCC's efforts to develop a vitally important national broadband policy.	FCC Chairman Michael Powell said in a statement that the ruling would throw a monkey wrench into the FCCs efforts to develop a vitally important national broadband policy	1
The United States wants the measure passed by June 3, when the oil-for-food program needs to be renewed.	The Bush administration wants the measure approved by June 3 when the existing oilforfood program is up for renewal	1
Stealing identities and credit card numbers with bogus e-mail and websites that appear to come from legitimate companies is an increasing problem on the Internet, federal officials warned Monday.	Stealing identities and creditcard numbers with bogus email and Web sites that appear to come from legitimate companies is an increasing problem on the Internet federal officials warned yesterday	1
Microsoft's share of the low-end server software market has increased since the probe started five years ago, but the firm denied anti-competitive practices were the reason for this.	The first stage of the malicious software began Monday when the Lovsan worm began spreading around the world	0
The weapon turned out to be a Halloween toy.	It turned out that the weapon was part of a Halloween costume	1
In the space of three years, Lend Lease has slipped from a top-five 5 stock when its share price hovered around $24 to 37th on the list.	In three years Lend Lease has slipped from a topfive stock when its share price was around 24 to 37th	1
Kao, the fifth Taiwanese expert invited by the WHO to attend the conference, however, was absent from the delegation.	PFP Legislator Kao Mingchien  the fifth Taiwanese expert invited by the WHO to join the conference will arrive in Malaysia today	1
The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.	They did so after her feeding tube was removed this afternoon accompanied by the Rev Thaddeus Malanowski a Catholic priest who visits Mrs Schiavo weekly	0
With all precincts reporting, Fletcher had 88,747 votes, or 57 percent of the total.	With all precincts reporting Fletcher — a threeterm congressman from Lexington — had an overwhelming 57 percent of the vote	1
The tone was set by President Hu, the 60-year-old who became the Communist Partys general secretary in November last year and then the countrys president in March this year.	Mr Carter who won the Nobel Peace Prize last year met here today with Japans prime minister Junichiro Koizumi	1
A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer, especially when women receive a combination of estrogen and progestin.	Hormone replacement therapy that combines estrogen and progestin doubles a womans risk of breast cancer a British study of more than a million women has found	1
A judge ordered the child placed in state custody Aug. 8.	In 1975 he married Marta Casals, the widow of Pablo Casals.	0
Business Week's online edition reported on Friday that WorldCom and the SEC could announce a settlement as early as Monday.	The report released Monday simply says This report does not attempt to address the complexities of this issue	0
The pound also made progress against the dollar, reached fresh three-year highs at $1.6789.	The British pound flexed its muscle against the dollar last up 1 percent at 16672	0
Prosecutors filed a motion informing Lee they intend to seek the death penalty.	If Lee is indicted prosecutors will seek the death penalty	0
So far the only declared major party candidate is Rep. Darrell Issa, a Republican who has spent $1.5 million of his own money to fund the recall.	But he is the only candidate who has won national labor endorsements so far picking up his 11th on Tuesday	0
At least 23 U.S. troops have been killed by hostile fire since Bush declared major combat in Iraq to be over on May 1.	It also features Nvidia's own PowerMizer power management system.	0
Legal experts say the case may mark the first time a parent has been convicted of contributing to a child's suicide.	Sir Paul already has three children fashion designer Stella, 31, Mary, 33, and James, 25 by his wife Linda, who died from breast cancer in 1998.	0
Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.	Lawrence E. Alibozek, his former deputy chief of staff, pleaded guilty to accepting cash and gold coins in exchange for influencing state contracts.	0
The dollar was at 116.92 yen against the yen , flat on the session, and at 1.2891 against the Swiss franc , also flat.	The dollar was at 11678 yen JPY  virtually flat on the session and at 12871 against the Swiss franc CHF  down 01 percent	1
Microsoft said Tuesday it intends to acquire the intellectual property and technology assets of Romanian antivirus firm GeCAD Software Srl.	Late last week sources told Reuters cable TV company Comcast Corp CMCSAO also was looking at buying VUE assets	0
The idea that Tony Abbott is in some way a one-dimensional political head kicker couldn't be more wrong.	The idea that Tony Abbott is in some way a onedimensional political headkicker couldnt be more wrong Mr Howard said	1
The next court session will be when the three-judge tribunal announces its verdict in mid-February.	The SEC specifically advised IBM that this is a fact-finding investigation and that it has not reached any conclusions related to this matter.	0
Mr. Bloomberg later told reporters that the agreement will be a compromise, like the real world requires.	It will be a compromise like the real world requires he said	1
The inquiry may hinder Chief Executive Phil Condit's strategy of bolstering defense-related sales during a slump in jetliner deliveries.	NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.	0
The gloves are off, said UNIFI official Rob O'Neill.	Unifi official Rob ONeill said The gloves are off	1
Leon Williams' body was found inside his third-floor apartment at 196 Bay St., in Tompkinsville.	Scribners body was found floating in the citys Portage Bay where he lived with his wife in a houseboat	0
We don't have new places to check, said Steve Anderson, a Waco public-information officer.	We dont have new places to check Waco public information officer Steve Anderson said	1
As of Tuesday, almost 250 health-care workers were in quarantine.	Tornadoes, up to a foot of rain and hail as big as cantaloupes pounded southern Nebraska and northern Kansas, killing one man and destroying at least four homes.	0
About 31 percent of Americans are now obese — roughly 30 or more pounds over a healthy weight.	About 22 of twentysomethings are obese which is roughly 30 pounds over a healthy weight	1
Enron's 401(k) plan covered about 20,000 workers, retirees and beneficiaries.	They cover more than 300000 UAW workers and 500000 retirees and spouses	0
The company said it would renew its guidance for 2003 when it announces its second quarter results in mid-July.	De Sole said in the results statement that group performance would improve in the second half of the year and beyond	0
It decided instead to issue them before the stock market opened Monday to counteract the downgrade of its debt late Friday by Moody's to one step above junk status.	It decided instead to issue them before the stock market opened Monday after the downgrade of its debt late Friday by Moodys the credit rating agency	1
Shares of Pleasanton-based PeopleSoft rose 4 cents, to $16.96, in Monday trading on the Nasdaq Stock Market.	PGEs shares gained 24 cents to 1544 during Tuesdays trading on the New York Stock Exchange	0
Bond also voiced his disappointment that neither President Bush nor his brother attended this conference in Florida or last year's in Texas.	Here's what happened: I go to their Web site and start complaining to them, would you please, please, please stop bothering me, he said. 	0
The troops - whose mandate is to protect U.N. installations and personnel - can only fire in self-defense and have been unable to stem the violence.	It's hard to believe that we live in a society where parents wouldn't be notified of an abortion, which is a very profound decision.	0
He said the district had been waiting for the subpoenas and had always planned to comply once it received them.	Special police detained Khodorkovsky early on Saturday in the Siberian city of Novosibirsk, where his plane had made a refuelling stop.	0
As envisioned by Breaux, the government would help pay for the first $3,450 in prescription drug costs.	Breaux outlined a plan Tuesday that would give seniors help with the first 3450 in prescription drug costs	1
There was no immediate response from North Korea or the United States.	Moore did not have an immediate response Tuesday	1
Annan said terrorism would only be defeated if we act to solve the longstanding conflicts which generate support for it.	Mr Annan said terrorism will only be defeated if we act to solve the political disputes and longstanding conflicts which generate support for it	1
The man, Fazul Abdullah Mohammed, a Comoros islander, is on the U.S. FBI's list of most wanted suspects.	Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.	0
By its actions, the Bush administration threatens to give a bad name to a just war, the Connecticut Democrat told a Capitol Hill news conference.	By its actions Lieberman said the Bush administration threatens to give a bad name to a just war	1
He had performed outside of Cuba on several occasions, including shows in the United States last year.	She noted some fastfood chains including McDonalds already display calorie information in their stores or on their Web sites	0
When his grandmother, then-Princess Elizabeth, turned 21 in 1947, the day was declared a public holiday, and she attended a reception and a ball.	The new 25member Governing Councils first move was to scrap holidays honoring Saddam and his party and to create a public holiday marking the day of his downfall	0
U.N. Secretary-General Kofi Annan on Saturday called for the urgent dispatch of a multinational force to Liberia to halt fighting between government and rebel forces that has killed hundreds.	United Nations SecretaryGeneral Kofi Annan suggested on Monday that the United States should lead a multinational force to stop fighting between government forces and rebels in Liberia	1
He had also said an interest rate cut by the European Central Bank, which meets Thursday, would be welcome.	He had also said on the eve of Mondays talks that an interest rate cut by the European Central Bank which meets on Thursday would be welcome	1
It indicates we are starting the epidemic with more cases than last year, Gerberding said.	We are starting the epidemic with more cases and more areas affected than last year	1
Investigators conducted DNA tests on the stains and ran the results through a national database last month.	Investigators conducted DNA tests on the stains and ran the results through a national DNA data base in August	1
ImClone Systems and Genentech led shares of biotechnology companies higher yesterday after studies showed the medicines they are developing helped cancer patients.	The company is also testing its cancer drug Rituxan for use by rheumatoid arthritis patients	0
On Monday, the number of SARS cases in China passed 5,000, hitting a total of 5,013.	Taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths	0
Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.	The Iranians have until the end of the month to answer all the agency's questions about their past nuclear activities.	0
The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.	Western and southwestern Germany were expected to see temperatures hit 38 C 1004 F	0
She was surrounded by about 50 women who regret having abortions.	The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.	0
Already in beta, Veritas' File System, Volume Manager and Cluster Server products for SuSE Enterprise Linux Server should drop into the hands of customers in early 2004.	The group ambitiously expects to issue guidelines by the end of the year and release products by late 2004	0
U.S. Airways ordered 85 Bombardier jets with 50 seats and 75 seats and 85 Embraer jets with 70 seats, it said in a release.	Im still not redhot favourite Hewitt said after battling to down Davydenko 63 46 63 76 75 on centre court	0
The agency said it would not release the name of the 17-year-old involved because he is a minor.	IBM (NYSE: IBM)  was the fastest-growing vendor, with sales jumping 37 percent to 220,000 units.	0
And two key shuttle program leaders were out of town during the flight.	Its probably not the easiest time to come in and take over the shuttle program Mr Parsons said at a news conference at NASA headquarters	0
State Police were investigating, Vazzi said.	He said the local organized crime police were investigating a suspect but he would not confirm if it was the 24yearold cited by Bitdefender	0
We do not know if the current investigation involves one or more multiple contractors, she said.	I dont know whether the person Im talking to now may end up being someone else Parrish said	0
The outbreak was especially intense in Colorado, where within the past month more than 6,300 people have been infected and at least six have died.	Tibco's chief marketing officer George Ahn said: Rendezvous has been a Tibco mark for many years and is one of our flagship products.	0
Federal agent Bill Polychronopoulos said it was not known if the man, 30, would be charged.	Conte said Druce will be charged with murder	0
Under the proposed terms of the transaction, and following the spinoff of PalmSource, Palm will exchange 0.09 shares for each share of Handspring.	Another Chechen emergency ministry official, Ruslan Khadzhiyev, said the truck was carrying the equivalent of 1.6 tons of TNT.	0
This proposed investment starts the process of raising the funding we need to increase our capacity, Elpida President Yukio Sakamoto said in a news release.	Robbins said he wants to take any network like ESPN that charges more than $1 per Cox customer and make those optional choices for consumers to buy.	0
An experimental drug can slow the loss of vision caused by a maddening eye disease that is the leading cause of blindness among the elderly, doctors reported on Saturday.	An experimental drug can slow the loss of vision caused by an eye disease that is the leading cause of blindness among the elderly researchers have found	1
State media said there were at least 770 dead and over 5,600 injured.	The latest toll given by officials to state media was 643 dead and over 4600 injured	1
He would often call me for advice, said Ronald L. Kuby, a friend and well-known lawyer who had represented him in the harassment case.	He would often call me for advice said lawyer Ron Kuby a friend who had represented him in court	1
Mitchell said many knew Wilson, 43, to be unstable and that she recently lost her job.	Before yesterday, 19 firefighters assigned to wildfires had died on duty this year, said Tracey Powers, spokeswoman for the National Interagency Fire Center in Boise.	0
Evacuation went smoothly, although passengers weren't told what was going on, Hunt said.	Passengers were evacuated smoothly although they were not told what was going on he said	1
They were just making sure they dotted all the I's and crossed all the T's, said Blair Schoof, executive director of music for AOL Europe.	They were just making sure they dotted all the Is and crossed all the Ts said Schooff	1
Downer originally said the 14 Kurds had not asked to be considered as refugees when they arrived in a boat off Melville Island last week.	Garner said reconstruction will not be as difficult as he anticipated because the war caused less damage and created fewer refugees	0
Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.	In the 2002 study, the margin of error ranged from 1.8 to 4.4 percentage points.	0
Jim Furyk celebrated his first Father's Day as a father by winning his first major golf championship.	His first Fathers Day as a dad his first major as a champion	1
Samuel Waksal, ImClone's former CEO, recently began serving a prison sentence of more than seven years for securities fraud.	He was sentenced in June to more than seven years in prison for securities fraud perjury and other crimes	1
Instead, bond bulls focus on the fact the Fed has done nothing to dispel market expectations of an easing, either in speeches or through the press.	The Prime Minister has taken a hardline stance arguing nothing should be done to lessen the pressure on Mugabe	0
And in the Muslim world, Osama bin Laden is becoming more of a hero, not less of one.	And in the Muslim world Osama bin Laden the missing leader of the alQaida terrorist network is becoming more of a hero not less of one	1
As of now, they are not supposed to wear anything on their heads but a NYC transit depot logo cap, Baldeo said.	He said they should not really be patrolling or be around those areas when they  are conducting their prayers	0
I am listening to the same things I listened to 17 years ago, Hollings said.	Prosecutors said Paracha if convicted could face at least 17 years in prison	0
US authorities blame Al Qaeda for the attacks, which killed 231 people, including 12 Americans.	US authorities blame Osama bin Ladens alQaida network for the attacks which killed 231 people including 12 Americans	1
The broader Standard & Poor's 500 Index .SPX was off 1.67 points, or 0.17 percent, at 995.81.	The broader Standard  Poors 500 Index SPX was up 969 points or 098 percent at 99453	1
Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.	Im hearing the same things I listened to 17 years ago.	0
In addition, David Jones will pay him $10 million to take over the Foodchain leases.	Siebel, whose fortunes soared with the tech boom, has cut nearly one-third of its workforce since the end of 2001.	0
